date,code,days,settle
1999-04-30,CME_CLF2000,234,17.079999923706055
1999-05-31,CME_CLF2000,206,16.450000762939453
1999-06-30,CME_CLF2000,173,18.780000686645508
1998-04-30,CME_CLF2000,599,17.84000015258789
1999-08-31,CME_CLF2000,111,21.549999237060547
1999-09-30,CME_CLF2000,81,23.700000762939453
1999-10-31,CME_CLF2000,52,21.760000228881836
1999-11-30,CME_CLF2000,20,24.59000015258789
1999-12-31,CME_CLF2000,0,26.540000915527344
1998-12-31,CME_CLF2000,354,13.9399995803833
1999-07-31,CME_CLF2000,143,19.969999313354492
1998-11-30,CME_CLF2000,385,14.880000114440918
1997-12-31,CME_CLF2000,719,18.579999923706055
1998-09-30,CME_CLF2000,446,17.25
1998-10-31,CME_CLF2000,416,16.34000015258789
1997-08-31,CME_CLF2000,843,19.719999313354492
1997-09-30,CME_CLF2000,811,20.100000381469727
1997-10-31,CME_CLF2000,780,19.84000015258789
1998-01-31,CME_CLF2000,689,18.440000534057617
1997-11-30,CME_CLF2000,754,19.229999542236328
1998-03-31,CME_CLF2000,629,17.40999984741211
1998-05-31,CME_CLF2000,570,17.8700008392334
1998-06-30,CME_CLF2000,538,17.389999389648438
1998-07-31,CME_CLF2000,507,16.75
1998-08-31,CME_CLF2000,476,16.18000030517578
1998-02-28,CME_CLF2000,661,17.90999984741211
1999-12-31,CME_CLF2001,355,19.950000762939453
2000-04-30,CME_CLF2001,235,23.81999969482422
2000-01-31,CME_CLF2001,323,22.139999389648438
2000-02-29,CME_CLF2001,294,23.440000534057617
2000-03-31,CME_CLF2001,263,24.280000686645508
2000-05-31,CME_CLF2001,202,26.059999465942383
2000-11-30,CME_CLF2001,19,33.81999969482422
2000-07-31,CME_CLF2001,141,26.790000915527344
2000-09-30,CME_CLF2001,81,30.540000915527344
2000-10-31,CME_CLF2001,49,31.549999237060547
1999-11-30,CME_CLF2001,385,18.610000610351562
2000-12-31,CME_CLF2001,0,29.329999923706055
2000-06-30,CME_CLF2001,172,28.420000076293945
1999-10-31,CME_CLF2001,417,19.1200008392334
2000-08-31,CME_CLF2001,110,30.989999771118164
1999-08-31,CME_CLF2001,476,18.479999542236328
1999-09-30,CME_CLF2001,446,19.229999542236328
1997-12-31,CME_CLF2001,1085,24.489999771118164
1998-08-31,CME_CLF2001,841,17.299999237060547
1998-09-30,CME_CLF2001,811,17.860000610351562
1998-10-31,CME_CLF2001,781,17.510000228881836
1998-12-31,CME_CLF2001,719,15.399999618530273
1998-11-30,CME_CLF2001,750,16.459999084472656
1999-02-28,CME_CLF2001,662,14.140000343322754
1999-03-31,CME_CLF2001,629,15.859999656677246
1999-04-30,CME_CLF2001,599,16.649999618530273
1999-05-31,CME_CLF2001,571,16.299999237060547
1999-06-30,CME_CLF2001,538,17.940000534057617
1999-07-31,CME_CLF2001,508,18.020000457763672
1999-01-31,CME_CLF2001,690,15.0600004196167
2001-04-30,CME_CLF2002,232,27.329999923706055
2001-01-31,CME_CLF2002,321,24.729999542236328
2001-02-28,CME_CLF2002,293,25.459999084472656
2001-03-31,CME_CLF2002,263,25.600000381469727
2001-05-31,CME_CLF2002,201,27.43000030517578
2001-12-31,CME_CLF2002,0,19.360000610351562
2001-07-31,CME_CLF2002,140,25.43000030517578
2001-08-31,CME_CLF2002,109,27.040000915527344
2001-09-30,CME_CLF2002,81,23.760000228881836
2001-10-31,CME_CLF2002,48,21.31999969482422
2001-11-30,CME_CLF2002,18,19.440000534057617
2000-12-31,CME_CLF2002,354,23.829999923706055
2001-06-30,CME_CLF2002,172,25.940000534057617
2000-11-30,CME_CLF2002,383,26.219999313354492
2000-05-31,CME_CLF2002,566,22.18000030517578
2000-09-30,CME_CLF2002,445,27.079999923706055
1999-08-31,CME_CLF2002,840,17.739999771118164
1999-09-30,CME_CLF2002,810,18.100000381469727
1999-10-31,CME_CLF2002,781,18.290000915527344
2000-10-31,CME_CLF2002,413,25.989999771118164
1999-12-31,CME_CLF2002,719,18.399999618530273
2000-01-31,CME_CLF2002,687,19.649999618530273
1999-11-30,CME_CLF2002,749,17.6299991607666
2000-03-31,CME_CLF2002,627,21.59000015258789
2000-04-30,CME_CLF2002,599,21.260000228881836
2000-06-30,CME_CLF2002,536,24.100000381469727
2000-07-31,CME_CLF2002,505,24.229999542236328
2000-08-31,CME_CLF2002,474,26.329999923706055
2000-02-29,CME_CLF2002,658,19.989999771118164
2002-04-30,CME_CLF2003,234,25.399999618530273
2001-12-31,CME_CLF2003,354,20.770000457763672
2002-01-31,CME_CLF2003,323,20.549999237060547
2002-02-28,CME_CLF2003,295,21.729999542236328
2002-03-31,CME_CLF2003,267,24.989999771118164
2002-05-31,CME_CLF2003,203,24.549999237060547
2001-11-30,CME_CLF2003,385,20.739999771118164
2002-07-31,CME_CLF2003,142,25.780000686645508
2002-09-30,CME_CLF2003,81,29.75
2002-10-31,CME_CLF2003,50,26.8799991607666
2002-11-30,CME_CLF2003,23,26.889999389648438
2002-12-31,CME_CLF2003,0,30.100000381469727
2002-06-30,CME_CLF2003,175,25.790000915527344
2001-10-31,CME_CLF2003,415,21.270000457763672
2002-08-31,CME_CLF2003,112,28.270000457763672
2001-08-31,CME_CLF2003,476,24.059999465942383
2000-09-30,CME_CLF2003,812,24.829999923706055
2000-10-31,CME_CLF2003,780,23.15999984741211
2000-11-30,CME_CLF2003,750,23.860000610351562
2001-09-30,CME_CLF2003,448,22.81999969482422
2000-12-31,CME_CLF2003,721,22.260000228881836
2001-01-31,CME_CLF2003,688,22.559999465942383
2000-08-31,CME_CLF2003,841,24.170000076293945
2001-03-31,CME_CLF2003,630,23.479999542236328
2001-04-30,CME_CLF2003,599,24.399999618530273
2001-05-31,CME_CLF2003,568,24.549999237060547
2001-06-30,CME_CLF2003,539,23.959999084472656
2001-07-31,CME_CLF2003,507,23.290000915527344
2001-02-28,CME_CLF2003,660,22.719999313354492
2003-01-31,CME_CLF2004,322,26.8700008392334
2003-02-28,CME_CLF2004,294,28.100000381469727
2003-03-31,CME_CLF2004,263,26.110000610351562
2003-04-30,CME_CLF2004,233,24.690000534057617
2003-05-31,CME_CLF2004,203,26.299999237060547
2003-06-30,CME_CLF2004,172,27.959999084472656
2003-09-30,CME_CLF2004,80,28.479999542236328
2003-08-31,CME_CLF2004,112,30.280000686645508
2003-10-31,CME_CLF2004,49,28.850000381469727
2003-11-30,CME_CLF2004,23,30.40999984741211
2003-12-31,CME_CLF2004,0,33.02000045776367
2002-12-31,CME_CLF2004,353,24.389999389648438
2003-07-31,CME_CLF2004,141,28.850000381469727
2002-11-30,CME_CLF2004,387,23.959999084472656
2002-10-31,CME_CLF2004,414,23.690000534057617
2002-09-30,CME_CLF2004,445,24.06999969482422
2001-09-30,CME_CLF2004,812,22.079999923706055
2001-10-31,CME_CLF2004,779,20.8700008392334
2001-11-30,CME_CLF2004,749,21.09000015258789
2001-12-31,CME_CLF2004,718,20.899999618530273
2002-01-31,CME_CLF2004,687,21.0
2002-02-28,CME_CLF2004,659,21.389999389648438
2001-08-31,CME_CLF2004,840,22.700000762939453
2002-04-30,CME_CLF2004,598,23.530000686645508
2002-05-31,CME_CLF2004,567,23.100000381469727
2002-06-30,CME_CLF2004,539,23.770000457763672
2002-07-31,CME_CLF2004,506,23.760000228881836
2002-08-31,CME_CLF2004,476,24.860000610351562
2002-03-31,CME_CLF2004,631,23.31999969482422
2004-01-31,CME_CLF2005,325,28.8799991607666
2004-02-29,CME_CLF2005,297,31.40999984741211
2004-03-31,CME_CLF2005,264,32.31999969482422
2004-04-30,CME_CLF2005,234,34.56999969482422
2004-05-31,CME_CLF2005,206,37.2599983215332
2004-06-30,CME_CLF2005,173,36.38999938964844
2004-09-30,CME_CLF2005,81,48.58000183105469
2004-08-31,CME_CLF2005,111,41.369998931884766
2004-10-31,CME_CLF2005,52,51.599998474121094
2004-11-30,CME_CLF2005,20,49.130001068115234
2004-12-31,CME_CLF2005,0,45.63999938964844
2003-12-31,CME_CLF2005,355,28.450000762939453
2004-07-31,CME_CLF2005,143,41.470001220703125
2003-11-30,CME_CLF2005,390,26.81999969482422
2003-10-31,CME_CLF2005,416,26.079999923706055
2003-09-30,CME_CLF2005,447,25.75
2002-09-30,CME_CLF2005,812,22.84000015258789
2002-10-31,CME_CLF2005,781,22.940000534057617
2002-11-30,CME_CLF2005,754,23.149999618530273
2002-12-31,CME_CLF2005,720,23.030000686645508
2003-01-31,CME_CLF2005,689,23.8700008392334
2003-02-28,CME_CLF2005,661,24.1299991607666
2002-08-31,CME_CLF2005,843,23.90999984741211
2003-04-30,CME_CLF2005,600,23.920000076293945
2003-05-31,CME_CLF2005,570,24.399999618530273
2003-06-30,CME_CLF2005,539,24.90999984741211
2003-07-31,CME_CLF2005,508,25.530000686645508
2003-08-31,CME_CLF2005,479,25.739999771118164
2003-03-31,CME_CLF2005,630,24.1299991607666
2005-01-31,CME_CLF2006,323,46.099998474121094
2005-02-28,CME_CLF2006,295,49.970001220703125
2005-03-31,CME_CLF2006,264,56.33000183105469
2005-04-30,CME_CLF2006,235,53.15999984741211
2005-05-31,CME_CLF2006,203,53.470001220703125
2005-06-30,CME_CLF2006,173,59.290000915527344
2005-09-30,CME_CLF2006,81,66.52999877929688
2005-08-31,CME_CLF2006,111,69.70999908447266
2005-10-31,CME_CLF2006,50,60.38999938964844
2005-11-30,CME_CLF2006,20,57.31999969482422
2005-12-31,CME_CLF2006,0,57.97999954223633
2004-12-31,CME_CLF2006,355,41.470001220703125
2005-07-31,CME_CLF2006,144,63.220001220703125
2004-11-30,CME_CLF2006,385,45.5
2004-10-31,CME_CLF2006,417,46.33000183105469
2004-09-30,CME_CLF2006,446,42.02000045776367
2003-09-30,CME_CLF2006,812,25.18000030517578
2003-10-31,CME_CLF2006,781,25.579999923706055
2003-11-30,CME_CLF2006,755,25.860000610351562
2003-12-31,CME_CLF2006,720,26.920000076293945
2004-01-31,CME_CLF2006,690,27.280000686645508
2004-02-29,CME_CLF2006,662,28.709999084472656
2003-08-31,CME_CLF2006,844,24.530000686645508
2004-04-30,CME_CLF2006,599,31.15999984741211
2004-05-31,CME_CLF2006,571,33.77000045776367
2004-06-30,CME_CLF2006,538,34.060001373291016
2004-07-31,CME_CLF2006,508,38.0099983215332
2004-08-31,CME_CLF2006,476,37.81999969482422
2004-03-31,CME_CLF2006,629,29.969999313354492
2006-01-31,CME_CLF2007,322,70.73999786376953
2006-02-28,CME_CLF2007,294,67.08000183105469
2006-03-31,CME_CLF2007,263,69.73999786376953
2006-04-30,CME_CLF2007,235,75.47000122070312
2006-05-31,CME_CLF2007,202,74.22000122070312
2006-06-30,CME_CLF2007,172,76.33999633789062
2006-09-30,CME_CLF2007,81,65.05000305175781
2006-08-31,CME_CLF2007,110,73.0199966430664
2006-10-31,CME_CLF2007,49,60.61000061035156
2006-11-30,CME_CLF2007,19,63.130001068115234
2006-12-31,CME_CLF2007,0,63.150001525878906
2005-12-31,CME_CLF2007,354,64.06999969482422
2006-07-31,CME_CLF2007,141,77.51000213623047
2005-11-30,CME_CLF2007,384,60.060001373291016
2005-03-31,CME_CLF2007,628,53.70000076293945
2005-09-30,CME_CLF2007,445,66.16000366210938
2004-09-30,CME_CLF2007,810,38.529998779296875
2004-10-31,CME_CLF2007,781,43.22999954223633
2004-11-30,CME_CLF2007,749,42.68000030517578
2004-12-31,CME_CLF2007,719,39.83000183105469
2005-01-31,CME_CLF2007,687,43.25
2005-02-28,CME_CLF2007,659,45.91999816894531
2004-08-31,CME_CLF2007,840,35.540000915527344
2005-04-30,CME_CLF2007,599,51.47999954223633
2005-05-31,CME_CLF2007,567,52.029998779296875
2005-06-30,CME_CLF2007,537,58.380001068115234
2005-07-31,CME_CLF2007,508,62.5099983215332
2005-08-31,CME_CLF2007,475,67.80000305175781
2005-10-31,CME_CLF2007,414,60.900001525878906
2007-01-31,CME_CLF2008,321,62.90999984741211
2007-02-28,CME_CLF2008,293,67.16000366210938
2007-03-31,CME_CLF2008,263,69.80999755859375
2007-04-30,CME_CLF2008,232,70.43000030517578
2007-05-31,CME_CLF2008,201,68.0
2007-06-30,CME_CLF2008,172,71.62999725341797
2007-09-30,CME_CLF2008,81,79.58000183105469
2007-08-31,CME_CLF2008,109,71.83000183105469
2007-10-31,CME_CLF2008,48,93.2699966430664
2007-11-30,CME_CLF2008,18,88.70999908447266
2007-12-31,CME_CLF2008,0,90.48999786376953
2006-12-31,CME_CLF2008,354,67.01000213623047
2007-07-31,CME_CLF2008,140,75.4000015258789
2006-10-31,CME_CLF2008,413,66.98999786376953
2006-11-30,CME_CLF2008,383,69.54000091552734
2005-11-30,CME_CLF2008,748,58.75
2005-08-31,CME_CLF2008,839,65.11000061035156
2005-09-30,CME_CLF2008,809,63.83000183105469
2005-10-31,CME_CLF2008,778,59.09000015258789
2005-12-31,CME_CLF2008,718,63.439998626708984
2006-09-30,CME_CLF2008,445,69.05000305175781
2006-02-28,CME_CLF2008,658,67.5999984741211
2006-01-31,CME_CLF2008,686,69.72000122070312
2006-04-30,CME_CLF2008,599,73.98999786376953
2006-05-31,CME_CLF2008,566,73.16999816894531
2006-06-30,CME_CLF2008,536,75.20999908447266
2006-07-31,CME_CLF2008,505,77.83000183105469
2006-08-31,CME_CLF2008,474,75.38999938964844
2006-03-31,CME_CLF2008,627,69.29000091552734
2008-02-29,CME_CLF2009,294,99.2699966430664
2008-01-31,CME_CLF2009,323,89.9800033569336
2007-12-31,CME_CLF2009,354,90.54000091552734
2007-09-30,CME_CLF2009,448,74.7300033569336
2007-10-31,CME_CLF2009,415,84.95999908447266
2008-03-31,CME_CLF2009,263,97.93000030517578
2007-11-30,CME_CLF2009,385,84.66999816894531
2008-04-30,CME_CLF2009,233,109.26000213623047
